BDS00541;46;Foam;Open
BDS00542;46;Foam;Open
BDS00543;46;Foam;Open
BDS00544;46;Firm;Closed
BDS00545;46;Firm;Closed
BDS00546;46;Firm;Closed
BDS00547;46;Foam;Closed
BDS00548;46;Foam;Closed
BDS00549;46;Foam;Closed
BDS00550;46;Firm;Open
BDS00551;46;Firm;Open
BDS00552;46;Firm;Open
BDS00553;47;Firm;Open
BDS00554;47;Firm;Open
BDS00555;47;Firm;Open
BDS00556;47;Foam;Open
BDS00557;47;Foam;Open
BDS00558;47;Foam;Open
BDS00559;47;Foam;Closed
BDS00560;47;Foam;Closed
BDS00561;47;Foam;Closed
BDS00562;47;Firm;Closed
BDS00563;47;Firm;Closed
BDS00564;47;Firm;Closed
BDS00565;48;Foam;Closed
BDS00566;48;Foam;Closed
BDS00567;48;Foam;Closed
BDS00568;48;Firm;Closed
BDS00569;48;Firm;Closed
BDS00570;48;Firm;Closed
BDS00571;48;Foam;Open
BDS00572;48;Foam;Open
BDS00573;48;Foam;Open
BDS00574;48;Firm;Open
BDS00575;48;Firm;Open
BDS00576;48;Firm;Open
BDS00577;49;Firm;Closed
BDS00578;49;Firm;Closed
BDS00579;49;Firm;Closed
BDS00580;49;Foam;Closed
BDS00581;49;Foam;Closed
BDS00582;49;Foam;Closed
BDS00583;49;Firm;Open
BDS00584;49;Firm;Open
BDS00585;49;Firm;Open
BDS00586;49;Foam;Open
BDS00587;49;Foam;Open
BDS00588;49;Foam;Open
BDS00589;50;Firm;Closed
BDS00590;50;Firm;Closed
BDS00591;50;Firm;Closed
BDS00592;50;Foam;Open
BDS00593;50;Foam;Open
BDS00594;50;Foam;Open
BDS00595;50;Firm;Open
BDS00596;50;Firm;Open
BDS00597;50;Firm;Open
BDS00598;50;Foam;Closed
BDS00599;50;Foam;Closed
BDS00600;50;Foam;Closed
BDS00601;51;Firm;Closed
BDS00602;51;Firm;Closed
BDS00603;51;Firm;Closed
BDS00604;51;Foam;Open
BDS00605;51;Foam;Open
BDS00606;51;Foam;Open
BDS00607;51;Firm;Open
BDS00608;51;Firm;Open
BDS00609;51;Firm;Open
BDS00610;51;Foam;Closed
BDS00611;51;Foam;Closed
BDS00612;51;Foam;Closed
BDS00613;52;Foam;Open
BDS00614;52;Foam;Open
BDS00615;52;Foam;Open
BDS00616;52;Foam;Closed
BDS00617;52;Foam;Closed
BDS00618;52;Foam;Closed
BDS00619;52;Firm;Open
BDS00620;52;Firm;Open
BDS00621;52;Firm;Open
BDS00622;52;Firm;Closed
BDS00623;52;Firm;Closed
BDS00624;52;Firm;Closed
BDS00625;53;Firm;Closed
BDS00626;53;Firm;Closed
BDS00627;53;Firm;Closed
BDS00628;53;Firm;Open
BDS00629;53;Firm;Open
BDS00630;53;Firm;Open
BDS00631;53;Foam;Open
BDS00632;53;Foam;Open
